98252, Nathaniel Clark, 98, 60, 237 
98227, Lewis Wilson, 22, 60, 210 
98222, James Hetzler, 34, 60, 230 
98213, Kelly Kanagy, 100, 60, 270 
98182, Mary Risley, 59, 60, 204 
98164, Michael Johnson, 68, 60, 226 
98125, Eunice Reynolds, 32, 60, 258 
98119, Arthur Hiers, 68, 60, 138 
98116, Andrea Endicott, 89, 60, 189 
98097, Joesph Sumstad, 43, 60, 105 
98056, Shane Goodman, 69, 60, 287 
98046, Neva Blackman, 58, 60, 225 
98036, Sherry Rideout, 68, 60, 269 
97998, Audrey Gall, 38, 60, 186 
97994, David Baylock, 79, 60, 211 
97981, Fatima Little, 95, 60, 274 
97960, Glen Blume, 91, 60, 196 
97958, Ruth Dillon, 24, 60, 173 
97931, Justin Haggard, 29, 60, 141 
97845, Victoria Lowery, 100, 60, 295 
97827, Raquel Robinson, 19, 60, 120 
97781, Sandra Matthews, 32, 60, 216 
97774, Wilma Berge, 77, 60, 248 
97772, Troy Barahona, 20, 60, 161 
97741, Mary Perry, 81, 60, 189 
97726, Lynn Dupre, 42, 60, 169 
97717, Tammi Harder, 80, 60, 137 
97710, James Nichols, 74, 60, 165 
97637, Alexander Adams, 47, 60, 109 
97603, Margaret Imhof, 23, 60, 246 
97595, William Phan, 21, 60, 213 
97576, Greg Driscoll, 91, 60, 233 
97554, Danna Tuttle, 91, 60, 186 
97527, Deborah Stanley, 18, 60, 112 
97525, Russell Smith, 22, 60, 152 
97521, Patricia Obrien, 95, 60, 184 
97505, David Okeeffe, 36, 60, 137 
97504, Elizabeth Dinapoli, 97, 60, 203 
97500, Consuelo Mckinney, 52, 60, 293 
97490, Andrew Averette, 87, 60, 134 
97480, Richard Flanagan, 48, 60, 105 
97475, Melanie Thomas, 40, 60, 161 
97421, August Cross, 64, 60, 295 
97412, James Shelton, 48, 60, 279 
97406, Robert Holsey, 49, 60, 299 
97390, Michael Hendrick, 30, 60, 187 
97368, Charles Schaaf, 93, 60, 214 
97363, Samuel Duncan, 91, 60, 152 
97253, Tony Jackson, 64, 60, 293 
97237, Christen Stitt, 50, 60, 117 
97236, Christopher Soto, 26, 60, 144 
97231, Stanley Kindrick, 95, 60, 224 
97226, Teressa Ohara, 52, 60, 261 
97223, Jose Carpenter, 73, 60, 135 
97218, Spencer Escamilla, 37, 60, 212 
97157, Lindsey Currier, 21, 60, 188 
97132, Mitchell Vasquez, 56, 60, 101 
97115, Lisa Elder, 84, 60, 270 
97114, John Markus, 82, 60, 182 
97107, Catherine Gavia, 42, 60, 283 
97099, Tamara Spaulding, 100, 60, 163 
97095, Joseph Davis, 29, 60, 194 
97092, Shelley Ohanesian, 80, 60, 143 
97068, Charlene Burton, 97, 60, 170 
97065, Deanna Jones, 74, 60, 299 
97026, Timothy Graham, 44, 60, 151 
97020, William Tyson, 74, 60, 227 
97005, Ken Cvetkovic, 38, 60, 244 
97003, Courtney Payne, 47, 60, 137 
96991, Suzanne Whaley, 97, 60, 264 
96970, Piper Rogers, 48, 60, 261 
96901, Rosemary Bullis, 86, 60, 218 
96894, Karen Guers, 71, 60, 188 
96858, Antoinette Madrigal, 52, 60, 172 
96804, Joseph Willis, 67, 60, 210 
96744, Charles Fentress, 58, 60, 283 
96738, Susan Mizell, 66, 60, 244 
96730, Luis Ivey, 69, 60, 193 
96722, Tammy Haynes, 44, 60, 278 
96715, Wendi Bearden, 34, 60, 125 
96712, Reginald Jefferson, 96, 60, 258 
96658, Lisa Mayer, 99, 60, 215 
96641, Greg Vega, 97, 60, 146 
96581, Tanya Odom, 49, 60, 104 
96555, Virgil Palmour, 90, 60, 170 
96528, Betty Gilchrest, 75, 60, 179 
96523, Eric Taylor, 23, 60, 215 
96521, James Jackson, 55, 60, 296 
96506, Shelly Burchett, 54, 60, 244 
96487, Morris Nugent, 47, 60, 127 
96462, Phyllis Shaffer, 48, 60, 188 
96443, Theresa Ragin, 76, 60, 104 
96429, Nellie Burke, 77, 60, 285 
96408, Vanessa Francis, 68, 60, 180 
96384, Jane Murray, 41, 60, 161 
96373, James Dam, 19, 60, 156 
96372, Ryan Schnelder, 38, 60, 232 
96363, Amy Sturtevant, 49, 60, 282 
96352, Daniel Byrd, 62, 60, 287 
96323, Ned Thomas, 20, 60, 162 
96293, Shawn Hoag, 99, 60, 136 
96289, Raymond Becerra, 34, 60, 238 
96285, Eduardo Lopez, 48, 60, 166 
96284, Jeri Brewer, 42, 60, 143 
96264, Patricia Dossantos, 57, 60, 223 
96258, Louise Wesley, 21, 60, 292 
96249, Deborah Gonzalez, 31, 60, 126 
96218, Tammy Hoerner, 45, 60, 111 
96211, Thomas Talton, 22, 60, 172 
96205, Shirley Houlahan, 36, 60, 208 
96204, Gary Eidson, 24, 60, 193 
96194, Lauren Brakefield, 96, 60, 265 
96187, Agustin Mauffray, 41, 60, 225 
96182, Sylvia Clark, 41, 60, 129 
96179, Matthew Archibald, 63, 60, 144 
96161, David Mccarty, 42, 60, 226 
96135, Kent Chisolm, 36, 60, 206 
96061, Philip Bertozzi, 72, 60, 133 
96060, Jarod Burris, 74, 60, 200 
96057, Elvira Bronson, 69, 60, 241 
96054, Dave Young, 42, 60, 178 
96039, Susan Mendoza, 23, 60, 205 
95991, Sunny Christensen, 89, 60, 118 
95950, Eric Morris, 40, 60, 121 
95946, Ilene Rollins, 95, 60, 105 
95919, Faye Tyler, 92, 60, 106 
95887, Michael Smith, 70, 60, 151 
95851, Sonya Current, 100, 60, 110 
95842, Thomas Adam, 74, 60, 161 
95833, Bertha Lincoln, 20, 60, 204 
95830, Irma Stanley, 61, 60, 292 
95823, Christopher Lant, 83, 60, 205 
95773, Mary Tinkle, 62, 60, 194 
95707, Lisa Ares, 42, 60, 108 
95697, Toni Hall, 32, 60, 108 
95690, Patricia Richardson, 55, 60, 123 
95657, Robert Lawrence, 84, 60, 186 
95588, Richard Tetreault, 52, 60, 158 
95580, Curtis Hanson, 85, 60, 150 
95570, Erin Navor, 59, 60, 158 
95568, Tiffany Wilson, 69, 60, 177 
95555, Shane Warner, 92, 60, 269 
95530, Doug Christie, 24, 60, 267 
95516, Edward Cadwell, 25, 60, 123 
95512, Paul Bilodeau, 64, 60, 278 
95510, Jennifer Kyung, 57, 60, 113 
95473, Robert Olsen, 100, 60, 283 
95414, Sue Borowski, 26, 60, 261 
95404, Chad Herrera, 22, 60, 140 
95301, Andrew Nielsen, 74, 60, 271 
95274, Cheri Porter, 57, 60, 172 
95270, John Harmon, 31, 60, 249 
95243, Tommy Riddle, 70, 60, 167 
95233, Charles Spencer, 88, 60, 237 
95219, Lorine Harding, 61, 60, 213 
95215, Dorothy Matthews, 61, 60, 113 
95212, Jack Moore, 50, 60, 129 
95187, Darrin Lane, 72, 60, 291 
95151, Todd Cornish, 97, 60, 183 
95122, Cesar Klemke, 72, 60, 217 
95117, Lisa Bradley, 90, 60, 219 
95084, Shauna Ellingwood, 82, 60, 121 
95078, Victoria Amaya, 62, 60, 169 
95063, James Reid, 59, 60, 219 
95028, Larry Davis, 51, 60, 265 
95013, Spencer Monroe, 57, 60, 170 
94997, Stephen Fell, 62, 60, 280 
94993, Lee Mikel, 29, 60, 146 
94941, Brian Foxworth, 22, 60, 156 
94927, Anita Noel, 46, 60, 161 
94921, David Furr, 56, 60, 175 
94895, Steve Jennings, 38, 60, 282 
94874, Norman Mcmillan, 55, 60, 184 
94864, Kelly Clifton, 38, 60, 300 
94853, Darla Folden, 99, 60, 266 
94825, Kimberly Crawford, 80, 60, 250 
94819, Mary Cater, 30, 60, 197 
94805, Kathryn Payne, 64, 60, 248 
94802, Lori Trevino, 94, 60, 236 
94791, Charlene Bremer, 76, 60, 270 
94784, Kim Arno, 30, 60, 106 
94763, Marguerite Stevenson, 86, 60, 157 
94754, Scott Conger, 72, 60, 249 
94712, Jeremy Garcia, 31, 60, 175 
94702, Dennis Tipton, 47, 60, 270 
94685, Raymond Pierce, 27, 60, 262 
94634, Jordan Preuss, 44, 60, 167 
94605, Lisa Yen, 29, 60, 174 
94589, Albert Stafford, 40, 60, 287 
94588, Sherry Borgen, 20, 60, 286 
94585, Callie Vallo, 95, 60, 153 
94567, Wendell James, 35, 60, 103 
94555, Barbara White, 60, 60, 162 
94539, Liliana Shaw, 49, 60, 176 
94517, Krista Gervasio, 59, 60, 245 
94393, Frank Ames, 63, 60, 256 
94296, Tiffany Hodgkins, 86, 60, 275 
94293, Brittany Holmen, 23, 60, 289 
94265, Paul Guyer, 26, 60, 142 
94254, Joy Valenzuela, 73, 60, 193 
94250, Walter Henderson, 60, 60, 149 
94237, Sarah Ivy, 30, 60, 159 
94233, Jeremiah Rogoff, 53, 60, 270 
94232, Frances Young, 51, 60, 235 
94229, Michael Montgomery, 79, 60, 284 
94174, Mark Baker, 69, 60, 215 
94148, Erika Cole, 74, 60, 101 
94128, Elise Rankin, 26, 60, 125 
94117, Doris Senato, 20, 60, 210 
94104, Grace Wiggins, 60, 60, 293 
94091, Ronald Vaughan, 84, 60, 183 
93996, Sharon Aragon, 27, 60, 261 
93995, Geraldine Deluca, 65, 60, 110 
93948, Darryl Smith, 21, 60, 255 
93929, Charles Russell, 51, 60, 276 
93919, Brittany Oneill, 33, 60, 228 
93912, Naomi Malone, 30, 60, 102 
93894, Bertha Springle, 40, 60, 117 
93877, Sarah Rowland, 69, 60, 249 
93876, Mary Taylor, 58, 60, 237 
93867, Eddie Hom, 92, 60, 152 
93735, Carol French, 46, 60, 246 
93710, Alice Kilpatrick, 77, 60, 144 
93705, Regina Davidson, 80, 60, 114 
93632, Denny Harper, 18, 60, 135 
93557, Paul Ruddy, 61, 60, 144 
93548, Rose Scelzo, 74, 60, 273 
93480, James Smith, 27, 60, 131 
93472, Thomas Raebel, 34, 60, 104 
93442, Felipe Bridges, 47, 60, 282 
93387, Katherine Wall, 79, 60, 112 
93362, Anthony Walker, 31, 60, 110 
93309, Gloria Goulet, 98, 60, 188 
93276, Theresa Eschen, 45, 60, 163 
93265, Gerald Perrier, 66, 60, 183 
93234, Jannie Redd, 86, 60, 271 
93207, Imelda Miller, 86, 60, 219 
93151, Brian Woodall, 55, 60, 147 
93134, Ola Gross, 44, 60, 145 
93121, Charles Herrman, 24, 60, 111 
93102, Debbie Evans, 40, 60, 246 
93045, Heidi Rich, 54, 60, 172 
93038, Robert Yarboro, 88, 60, 153 
93036, Ben Fowler, 57, 60, 131 
93012, Ruth Rosado, 56, 60, 163 
92953, Sadie Alsup, 77, 60, 257 
92950, Chris Oliveros, 57, 60, 252 
92939, Janet Brammell, 37, 60, 110 
92916, Edward Scholl, 25, 60, 228 
92912, Larry Sullivan, 39, 60, 281 
92906, Patricia Miller, 47, 60, 251 
92864, Michael Eaddy, 87, 60, 140 
92848, Essie Washington, 21, 60, 228 
92837, Mario Willis, 75, 60, 139 
92793, Martha Mather, 63, 60, 139 
92778, Shirley Hilliard, 34, 60, 300 
92770, James Pearson, 84, 60, 123 
92765, Alan Best, 60, 60, 291 
92739, Barry Heller, 61, 60, 299 
92730, Norman Sonnier, 87, 60, 171 
92696, Paola Smith, 76, 60, 255 
92683, Lydia Gee, 66, 60, 171 
92664, Edward Lang, 88, 60, 241 
92659, Helen Boise, 67, 60, 229 
92627, Chelsea Fullerton, 37, 60, 112 
92621, Mary Beales, 28, 60, 244 
92609, Daniel Payne, 29, 60, 135 
92551, Brianna Perdue, 21, 60, 233 
92548, Dawn Weslowski, 84, 60, 151 
92518, Bruce Benjamin, 49, 60, 227 
92504, Carl Betancourt, 99, 60, 232 
92490, John Gross, 23, 60, 259 
92476, Lois Smalls, 45, 60, 284 
92470, Roy Victor, 24, 60, 277 
92437, Russell Neubauer, 19, 60, 277 
92422, Susan Wiater, 21, 60, 260 
92381, Salvador Allison, 94, 60, 258 
92363, Matthew Mock, 74, 60, 297 
92357, Wendy Butler, 48, 60, 178 
92264, Paul Garcia, 57, 60, 278 
92257, Robert Mcintyre, 37, 60, 184 
92255, Adam Lashley, 63, 60, 123 
92252, David Laffoon, 43, 60, 161 
92251, Karen Newlin, 45, 60, 196 
92229, Andres Hidalgo, 58, 60, 135 
92227, Kenneth Watkins, 47, 60, 294 
92219, Claude Casbarro, 46, 60, 290 
92174, Victoria Cody, 55, 60, 173 
92167, Paula King, 80, 60, 158 
92142, Monica Bavaro, 94, 60, 185 
92121, Nelda Burrow, 95, 60, 298 
92119, James Carlton, 82, 60, 153 
92108, William Feinstein, 87, 60, 244 
92093, Kelly Mcdaniel, 31, 60, 103 
92073, Kathy Delaney, 77, 60, 190 
92071, Hugh Simpson, 55, 60, 231 
91983, Vernon Copeland, 72, 60, 102 
91974, Crystal Brown, 18, 60, 270 
91914, Margarita Cooperman, 59, 60, 300 
91894, Mary Ramirez, 72, 60, 296 
91824, Michael Sims, 67, 60, 184 
91816, Ryan Hamer, 24, 60, 243 
91807, Jacque Greene, 67, 60, 195 
91783, Joseph Markowitz, 99, 60, 170 
91777, Susan Bell, 95, 60, 267 
91773, James Yates, 69, 60, 280 
91758, Matthew Blodgett, 56, 60, 214 
91735, Geraldine Crye, 44, 60, 112 
91718, Iris Hochstetler, 22, 60, 215 
91717, Jane Upshaw, 29, 60, 114 
91665, Robert Geissler, 26, 60, 147 
91607, Wayne Potter, 63, 60, 262 
91595, Christopher Still, 51, 60, 175 
91539, Leonard Shyne, 19, 60, 223 
91529, Luther Demoss, 81, 60, 140 
91491, Adam Lennon, 81, 60, 256 
91471, Rose Sutton, 85, 60, 265 
91456, Charlie Mcknight, 22, 60, 182 
91406, Robert Pearson, 20, 60, 248 
91405, Cornelius Price, 22, 60, 167 
91355, Micheal Gurnett, 29, 60, 209 
91350, Arlene Brown, 64, 60, 220 
91340, Stephanie Browne, 47, 60, 211 
91332, Keith Claudio, 40, 60, 122 
91331, Sandy Ozga, 24, 60, 119 
91310, Christina Goza, 20, 60, 164 
91304, Bill Smith, 69, 60, 226 
91288, Jesse Hall, 56, 60, 157 
91285, Michael Stermer, 70, 60, 241 
91235, Carol Stapleton, 85, 60, 168 
91211, Betty Jones, 64, 60, 293 
91170, Jean Torres, 68, 60, 267 
91165, Mary Bozwell, 33, 60, 126 
91150, Conrad Felts, 30, 60, 225 
91131, Clarence Bowers, 55, 60, 183 
91090, Denise Glaze, 76, 60, 284 
91071, Kenneth Leedom, 39, 60, 221 
91062, Michelle Gillam, 85, 60, 118 
91053, Antoinette Muske, 40, 60, 126 
90998, Haywood Tada, 35, 60, 103 
90984, Ruben Weaver, 82, 60, 276 
90979, Thomas Hale, 38, 60, 276 
90962, Cecil Kolb, 39, 60, 153 
90945, Melissa Flint, 80, 60, 194 
90937, Betty Kawamura, 52, 60, 177 
90936, Vicki Parsons, 34, 60, 268 
90934, Deidre Bossert, 39, 60, 228 
90932, Tyrell Leahy, 60, 60, 240 
90913, Ruth Albers, 41, 60, 128 
90880, Blanch Shaw, 31, 60, 206 
90837, Kevin Wright, 82, 60, 202 
90790, Christopher Solis, 21, 60, 104 
90780, Amy Shields, 29, 60, 102 
90738, Sylvia Trager, 72, 60, 181 
90729, Henry Goodrich, 21, 60, 245 
90709, Helen Choi, 54, 60, 217 
90703, Dennis Morgan, 32, 60, 195 
90694, Yvonne Larson, 71, 60, 222 
90690, John Grant, 25, 60, 214 
90665, Julia Williams, 83, 60, 148 
90582, Cynthia Nieves, 49, 60, 293 
90572, Neville Rimple, 71, 60, 300 
90567, Tammy Tyree, 59, 60, 262 
90530, Kathy Brown, 94, 60, 173 
90523, Emma Lajoie, 63, 60, 115 
90516, Evelyn Hawthorne, 31, 60, 201 
90511, Margaret Hughes, 40, 60, 235 
90506, Darrell Marsh, 59, 60, 295 
90502, John Wells, 62, 60, 142 
90496, Brent Rousseau, 22, 60, 191 
90451, Kevin Young, 94, 60, 233 
90439, Ruth Mcadoo, 52, 60, 138 
90421, Alfredo Goeltz, 52, 60, 167 
90411, Kathleen Hale, 96, 60, 131 
90405, Robert Martinez, 96, 60, 162 
90391, Gail Chandler, 63, 60, 161 
90384, Gene Allen, 100, 60, 294 
90370, Roberta Griffin, 82, 60, 199 
90369, Stanley Duval, 45, 60, 128 
90355, Sheila Dennis, 41, 60, 209 
90354, Elizabeth Brodsky, 60, 60, 133 
90330, Nancy Williams, 35, 60, 129 
90267, Robert Dallas, 40, 60, 252 
90265, Julio Lopez, 39, 60, 185 
90181, Jose Powell, 76, 60, 249 
90178, Gregory Holien, 69, 60, 106 
90151, Bradley Miller, 67, 60, 138 
90150, Sheila Carpenter, 50, 60, 254 
90105, Scott Jackson, 23, 60, 172 
90079, Renee Rappa, 88, 60, 192 
90068, Donna Casey, 40, 60, 139 
90067, Larry Stebner, 83, 60, 124 
90066, Rebecca Doleman, 37, 60, 215 
90018, David Paik, 55, 60, 231 
89987, Arlene Dorn, 54, 60, 176 
89975, Donna Weber, 37, 60, 268 
89973, Peggy Minors, 31, 60, 105 
89958, Jack Johnson, 47, 60, 155 
89944, Tina Schneider, 48, 60, 147 
89916, Kathryn Kapp, 87, 60, 217 
89900, Barbara Kozyra, 43, 60, 217 
89890, Bernice Varela, 27, 60, 284 
89889, Jennifer Lacy, 48, 60, 173 
89877, Dean Albaladejo, 69, 60, 156 
89875, Dora Tatro, 50, 60, 180 
89869, Ross Childers, 100, 60, 207 
89843, Jackie Lado, 40, 60, 124 
89836, Wendy Weitkamp, 39, 60, 198 
89831, Ruth Wolcott, 79, 60, 260 
89778, Jessica Garcia, 76, 60, 182 
89772, Gary Ashmore, 41, 60, 210 
89703, Samantha Wright, 89, 60, 285 
89693, Maxine Hipsher, 91, 60, 175 
89689, Kay Casper, 85, 60, 201 
89687, Alva Draper, 69, 60, 125 
89678, Jonathan Taylor, 27, 60, 144 
89600, Virgie Villanueva, 39, 60, 143 
89592, Mary Rhen, 60, 60, 125 
89590, Fredrick Jewell, 49, 60, 200 
89571, Robert Suarez, 51, 60, 105 
89559, James Worth, 96, 60, 256 
89513, Adrienne Morris, 86, 60, 109 
89444, Maria Manion, 77, 60, 179 
89422, Bobbie Norman, 70, 60, 254 
89391, Jefferey Brown, 91, 60, 117 
89390, Kathleen Farrell, 100, 60, 187 
89383, Amos Macdonald, 76, 60, 188 
89355, Willie Cook, 69, 60, 250 
89351, Michael Dunaway, 70, 60, 285 
89348, Jill Mcgehee, 52, 60, 127 
89329, Sandra Roby, 73, 60, 189 
89324, Mary Spiker, 41, 60, 149 
89263, Tennille Holze, 23, 60, 291 
89247, Juanita Underwood, 94, 60, 146 
89207, Ronald Link, 37, 60, 269 
89199, Edgar Ramsey, 82, 60, 289 
89189, Julio Heier, 61, 60, 139 
89173, Yolanda Sheley, 32, 60, 134 
89052, Edward Sanderson, 82, 60, 264 
89048, Harry Moyer, 68, 60, 298 
88999, Mel Wright, 72, 60, 200 
88979, Alfredo Asmussen, 91, 60, 125 
88964, Emilia Reichert, 32, 60, 296 
88958, Earl Kendall, 66, 60, 285 
88938, Maria Garvey, 56, 60, 105 
88917, Freddy Mccullin, 44, 60, 267 
88894, Scott Hitt, 94, 60, 105 
88817, Solomon Moody, 64, 60, 297 
88752, Colleen Spencer, 29, 60, 277 
88717, Ruth Ferguson, 59, 60, 259 
88658, Paul Walker, 45, 60, 145 
88641, Virginia Say, 22, 60, 146 
88609, Mary Lundy, 92, 60, 114 
88590, Sandra Malone, 97, 60, 119 
88577, Anthony Towers, 48, 60, 271 
88574, Jennifer Lambdin, 88, 60, 177 
88549, Henry Titus, 39, 60, 128 
88481, Shawn Oliver, 23, 60, 110 
88472, Mary Kuhn, 48, 60, 192 
88435, George Fisk, 88, 60, 260 
88428, Jennifer Cardona, 98, 60, 273 
88427, Brandon Pugh, 33, 60, 113 
88418, Trisha Chambers, 42, 60, 114 
88407, Alice Romero, 36, 60, 263 
88406, Heather Cole, 91, 60, 279 
88402, Ellen Sanders, 46, 60, 200 
88370, Grover Frye, 85, 60, 227 
88354, Sonia Guzman, 38, 60, 273 
88330, Lisa Nelson, 62, 60, 235 
88320, David Chapman, 21, 60, 100 
88311, Jeffrey Eastwood, 32, 60, 246 
88285, Teresa Wall, 100, 60, 100 
88223, Carol Edelman, 92, 60, 180 
88222, Eva Creveling, 18, 60, 135 
88213, William Martinez, 33, 60, 151 
88123, Thomas Santiago, 71, 60, 163 
88103, Demarcus Herzig, 67, 60, 155 
88051, Brenda Walker, 57, 60, 264 
88048, Edwin Jimenez, 35, 60, 139 
88027, Brenda Wentworth, 48, 60, 259 
88006, Richard Townsend, 23, 60, 157 
87998, Zachery Demateo, 75, 60, 254 
87994, Joyce Khatri, 56, 60, 105 
87991, Patrick Whitley, 40, 60, 152 
87967, Alice Friesner, 24, 60, 195 
87962, Philip Clasen, 53, 60, 172 
87881, Victoria Lowe, 75, 60, 172 
87878, Letisha Dill, 76, 60, 115 
87864, Natasha Duong, 60, 60, 290 
87841, Keith Worsley, 29, 60, 181 
87827, Kathryn Wilson, 78, 60, 108 
87822, Kristi Obryant, 74, 60, 131 
87792, Frank Shearer, 55, 60, 270 
87786, Guy Stoller, 62, 60, 228 
87773, Luis Allen, 49, 60, 243 
87752, Sarah Pritchett, 52, 60, 198 
87744, Richard Kobayashi, 22, 60, 170 
87734, Randolph Coffell, 68, 60, 136 
87714, Gerry Schulte, 89, 60, 283 
87699, Lottie Davis, 33, 60, 298 
87691, Edward Kramarczyk, 61, 60, 177 
87672, Brian Lee, 35, 60, 299 
87642, Lucy Becker, 25, 60, 268 
87606, Marion Simms, 34, 60, 281 
87568, Wm Crawford, 68, 60, 253 
87562, Karen Thrash, 68, 60, 271 
87543, Michael Shah, 95, 60, 265 
87490, Harold Zahar, 21, 60, 147 
87456, Samuel Stephenson, 97, 60, 186 
87412, Gregory Tufts, 45, 60, 209 
87391, Adrian Elletson, 56, 60, 216 
87388, Randy Krumm, 46, 60, 187 
87387, Marsha Woodruff, 70, 60, 291 
87303, Terry Paquette, 93, 60, 169 
87292, Walter Blackwood, 75, 60, 110 
87217, Yasuko Samuels, 64, 60, 280 
87192, Elizabeth Johnson, 79, 60, 104 
87149, Irene Stephenson, 39, 60, 238 
87123, Edward Jones, 54, 60, 250 
87118, Madeleine Moe, 70, 60, 179 
87101, Betty Heflin, 23, 60, 226 
87073, Thomas Tilley, 20, 60, 113 
87052, Kimberly Everhardt, 27, 60, 201 
87029, Walter Thomas, 59, 60, 139 
87000, June Anderson, 94, 60, 154 
86971, Kristen Dinh, 60, 60, 137 
86947, Kimberly Babcock, 64, 60, 216 
86899, Paul Lark, 85, 60, 262 
86897, Darren Woodley, 60, 60, 221 
86857, James Soto, 93, 60, 229 
86848, Alexander Shih, 58, 60, 202 
86831, Harry Turnbull, 63, 60, 272 
86797, James Blair, 51, 60, 166 
86794, Juan Keith, 92, 60, 174 
86787, Paul Robinson, 21, 60, 122 
86720, Victor Walker, 90, 60, 299 
86623, Ela Introini, 54, 60, 249 
86612, Velma Moore, 97, 60, 233 
86598, Rose Miller, 89, 60, 247 
86561, Jennifer Rothman, 88, 60, 191 
86552, James Brown, 82, 60, 223 
86545, Lisa Sessions, 62, 60, 197 
86515, Eric Halpern, 77, 60, 274 
86507, Lorrie Bogart, 72, 60, 179 
86494, Vince Prokop, 23, 60, 244 
86478, Terry Fisk, 53, 60, 120 
86446, Marilyn Gillett, 32, 60, 290 
86402, Marvin Spratley, 18, 60, 249 
86399, Ellen Jackson, 34, 60, 273 
86398, Melissa Pearson, 77, 60, 131 
86384, Megan Nichols, 31, 60, 135 
86308, Michael Thompson, 42, 60, 283 
86298, Helene Moorman, 61, 60, 114 
86292, Alan Gruwell, 92, 60, 256 
86291, Don Hays, 99, 60, 219 
86279, Tiffany Tipler, 96, 60, 186 
86262, Adam Mullen, 74, 60, 227 
86231, Anna Monty, 67, 60, 182 
86147, Debra Herbert, 59, 60, 289 
86115, William Wiggins, 18, 60, 117 
86107, Robert Fritz, 80, 60, 277 
86103, Cherise Pergola, 73, 60, 201 
86102, Stephen Torres, 92, 60, 157 
86097, Barry Springer, 65, 60, 206 
86090, Lauran Dimiceli, 55, 60, 106 
86057, Ruth Simonetti, 53, 60, 165 
86055, William Castle, 69, 60, 281 
86012, Michael Mcnally, 29, 60, 268 
86003, Robert Royal, 39, 60, 105 
85995, Dewitt Mueller, 73, 60, 115 
85969, Linda Miller, 60, 60, 116 
85962, Lisa Graybill, 37, 60, 245 
85945, Julie Hagens, 89, 60, 298 
85925, Scott Atwood, 89, 60, 286 
85904, Louis Mitchell, 42, 60, 104 
